time,cyklisté,chodci
Obřany,,Bílovice n. Svitavou,Obřany
2020-06-01 08:00,23274,13926,6531,12148
2020-06-01 09:00,23291,13927,6532,12148
2020-06-01 10:00,23310,13927,6534,12150
2020-06-01 11:00,23321,13927,6537,12151
2020-06-01 12:00,23340,13928,6555,12153
2020-06-01 13:00,23361,13928,6575,12159
2020-06-01 14:00,23379,13934,6598,12162
2020-06-01 15:00,23400,13936,6639,12167
2020-06-01 16:00,23438,13942,6689,12170
2020-06-01 17:00,23481,13946,6761,12171
2020-06-01 18:00,23550,13954,6855,12195
2020-06-01 19:00,23638,13969,6976,12218
2020-06-01 20:00,23747,13999,7068,12250
2020-06-01 21:00,23850,14020,7107,12261
2020-06-01 22:00,23892,14033,7127,12264
2020-06-01 23:00,23905,14034,7133,12264
2020-06-02 00:00,23908,14036,7134,12266
2020-06-02 01:00,23908,14036,7135,12266
2020-06-02 02:00,23908,14036,7135,12266
2020-06-02 03:00,23908,14036,7135,12266
2020-06-02 04:00,23908,14036,7135,12266
2020-06-02 05:00,23909,14036,7135,12266
2020-06-02 06:00,23913,14036,7135,12266
2020-06-02 07:00,23932,14036,7137,12266
2020-06-02 08:00,23967,14042,7147,12283
2020-06-02 09:00,23996,14042,7154,12286
2020-06-02 10:00,24026,14044,7164,12292
2020-06-02 11:00,24050,14044,7180,12293
2020-06-02 12:00,24068,14048,7204,12298
2020-06-02 13:00,24098,14049,7225,12307
2020-06-02 14:00,24116,14055,7246,12309
2020-06-02 15:00,24140,14058,7284,12311
2020-06-02 16:00,24163,14060,7323,12312
2020-06-02 17:00,24190,14065,7382,12318
2020-06-02 18:00,24248,14075,7495,12331
2020-06-02 19:00,24311,14091,7594,12351
2020-06-02 20:00,24408,14124,7653,12374
2020-06-02 21:00,24466,14142,7690,12386
2020-06-02 22:00,24492,14149,7697,12387
2020-06-02 23:00,24497,14155,7700,12391
2020-06-03 00:00,24498,14155,7701,12391
2020-06-03 01:00,24498,14155,7703,12391
2020-06-03 02:00,24498,14155,7703,12391
2020-06-03 03:00,24498,14155,7703,12391
2020-06-03 04:00,24498,14155,7703,12391
2020-06-03 05:00,24499,14155,7703,12391
2020-06-03 06:00,24502,14155,7703,12391
2020-06-03 07:00,24520,14156,7704,12392
2020-06-03 08:00,24548,14157,7707,12393
2020-06-03 09:00,24580,14160,7713,12394
2020-06-03 10:00,24595,14162,7719,12395
2020-06-03 11:00,24609,14167,7725,12402
2020-06-03 12:00,24620,14168,7752,12405
2020-06-03 13:00,24646,14172,7788,12410
2020-06-03 14:00,24675,14175,7824,12413
2020-06-03 15:00,24704,14177,7862,12415
2020-06-03 16:00,24742,14183,7914,12421
2020-06-03 17:00,24787,14189,8012,12425
2020-06-03 18:00,24866,14199,8120,12438
2020-06-03 19:00,24967,14220,8251,12472
2020-06-03 20:00,25078,14289,8339,12522
2020-06-03 21:00,25162,14318,8380,12537
2020-06-03 22:00,25200,14338,8394,12543
2020-06-03 23:00,25206,14344,8397,12545
2020-06-04 00:00,25207,14344,8401,12545
2020-06-04 01:00,25208,14344,8403,12545
2020-06-04 02:00,25208,14344,8404,12545
2020-06-04 03:00,25208,14344,8404,12545
2020-06-04 04:00,25208,14344,8404,12546
2020-06-04 05:00,25209,14344,8404,12546
2020-06-04 06:00,25212,14344,8404,12546
2020-06-04 07:00,25233,14346,8405,12547
2020-06-04 08:00,25265,14348,8413,12548
2020-06-04 09:00,25298,14348,8424,12549
2020-06-04 10:00,25325,14350,8433,12552
2020-06-04 11:00,25347,14353,8456,12559
2020-06-04 12:00,25369,14356,8487,12564
2020-06-04 13:00,25391,14358,8520,12568
2020-06-04 14:00,25411,14363,8539,12572
2020-06-04 15:00,25445,14372,8570,12575
2020-06-04 16:00,25480,14384,8637,12584
2020-06-04 17:00,25515,14388,8722,12592
2020-06-04 18:00,25580,14409,8846,12611
2020-06-04 19:00,25662,14428,8951,12626
2020-06-04 20:00,25750,14446,9023,12640
2020-06-04 21:00,25811,14465,9054,12653
2020-06-04 22:00,25851,14470,9066,12655
2020-06-04 23:00,25859,14473,9073,12656
2020-06-05 00:00,25861,14474,9075,12657
2020-06-05 01:00,25861,14474,9076,12657
2020-06-05 02:00,25861,14474,9076,12657
2020-06-05 03:00,25861,14474,9076,12657
2020-06-05 04:00,25861,14474,9076,12657
2020-06-05 05:00,25861,14474,9076,12657
2020-06-05 06:00,25862,14475,9076,12657
2020-06-05 07:00,25871,14475,9077,12658
2020-06-05 08:00,25877,14476,9080,12658
2020-06-05 09:00,25883,14476,9081,12659
2020-06-05 10:00,25884,14477,9082,12659
2020-06-05 11:00,25885,14479,9083,12659
2020-06-05 12:00,25886,14479,9084,12660
2020-06-05 13:00,25888,14515,9085,12686
2020-06-05 14:00,25891,14537,9088,12708
2020-06-05 15:00,25893,14541,9091,12721
2020-06-05 16:00,25894,14541,9101,12723
2020-06-05 17:00,25901,14542,9115,12724
2020-06-05 18:00,25902,14545,9115,12725
2020-06-05 19:00,25904,14555,9123,12735
2020-06-05 20:00,25907,14564,9143,12745
2020-06-05 21:00,25919,14571,9155,12752
2020-06-05 22:00,25931,14579,9167,12756
2020-06-05 23:00,25937,14583,9167,12758
2020-06-06 00:00,25937,14584,9168,12758
2020-06-06 01:00,25937,14584,9168,12758
2020-06-06 02:00,25937,14584,9170,12758
2020-06-06 03:00,25937,14584,9170,12758
2020-06-06 04:00,25937,14584,9170,12758
2020-06-06 05:00,25938,14584,9170,12758
2020-06-06 06:00,25940,14585,9170,12758
2020-06-06 07:00,25942,14585,9173,12759
2020-06-06 08:00,25945,14585,9178,12761
2020-06-06 09:00,25951,14590,9188,12765
2020-06-06 10:00,25959,14598,9228,12778
2020-06-06 11:00,25978,14605,9285,12788
2020-06-06 12:00,26014,14610,9415,12803
2020-06-06 13:00,26064,14617,9517,12814
2020-06-06 14:00,26176,14630,9605,12822
2020-06-06 15:00,26255,14638,9710,12830
2020-06-06 16:00,26352,14654,9820,12861
2020-06-06 17:00,26517,14664,9948,12874
2020-06-06 18:00,26635,14683,10032,12893
2020-06-06 19:00,26778,14708,10086,12900
2020-06-06 20:00,26864,14722,10111,12911
2020-06-06 21:00,26927,14734,10119,12919
2020-06-06 22:00,26967,14741,10139,12923
2020-06-06 23:00,26972,14741,10141,12924
2020-06-07 00:00,26976,14743,10141,12924
2020-06-07 01:00,26976,14748,10141,12932
2020-06-07 02:00,26976,14748,10142,12932
2020-06-07 03:00,26976,14748,10144,12932
2020-06-07 11:00,27000,14763,10194,12948
2020-06-07 12:00,27044,14767,10280,12968
2020-06-07 13:00,27114,14787,10373,12985
2020-06-07 14:00,27215,14799,10427,12992
2020-06-07 15:00,27273,14810,10490,12999
2020-06-07 16:00,27325,14820,10551,13008
2020-06-07 17:00,27404,14823,10601,13018
2020-06-07 18:00,27498,14841,10646,13033
2020-06-07 19:00,27551,14861,10688,13042
2020-06-07 20:00,27601,14874,10699,13053
2020-06-07 21:00,27620,14888,10706,13062
2020-06-07 22:00,27624,14898,10708,13071
2020-06-07 23:00,27625,14898,10710,13072
2020-06-08 00:00,27627,14898,10710,13072
2020-06-08 01:00,27627,14898,10710,13072
2020-06-08 02:00,27627,14898,10710,13072
2020-06-08 03:00,27627,14898,10710,13072
2020-06-08 04:00,27627,14898,10710,13072
2020-06-08 05:00,27629,14898,10710,13072
2020-06-08 06:00,27632,14898,10710,13072
2020-06-08 07:00,27636,14898,10710,13072
2020-06-08 08:00,27652,14899,10712,13072
2020-06-08 09:00,27664,14900,10714,13074
2020-06-08 10:00,27673,14901,10717,13074
2020-06-08 11:00,27679,14903,10721,13076
2020-06-08 12:00,27687,14903,10725,13078
2020-06-08 13:00,27689,14906,10733,13080
2020-06-08 14:00,27696,14907,10738,13081
2020-06-08 15:00,27704,14915,10746,13084
2020-06-08 16:00,27710,14919,10761,13088
2020-06-08 17:00,27718,14921,10795,13091
2020-06-08 18:00,27734,14929,10855,13095
2020-06-08 19:00,27772,14935,10902,13099
2020-06-08 20:00,27810,14939,10939,13114
2020-06-08 21:00,27835,14952,10950,13121
2020-06-08 22:00,27840,14962,10953,13125
2020-06-08 23:00,27844,14965,10958,13129
2020-06-09 00:00,27844,14965,10958,13129
2020-06-09 01:00,27845,14965,10959,13129
2020-06-09 02:00,27845,14965,10959,13129
2020-06-09 03:00,27845,14965,10959,13129
2020-06-09 04:00,27845,14966,10959,13129
2020-06-09 05:00,27846,14966,10959,13129
2020-06-09 06:00,27851,14966,10959,13129
2020-06-09 07:00,27869,14966,10962,13129
2020-06-09 08:00,27894,14968,10968,13134
2020-06-09 09:00,27915,14971,10975,13136
2020-06-09 10:00,27934,14974,10980,13138
2020-06-09 11:00,27947,14975,10985,13138
2020-06-09 12:00,27961,14978,11001,13140
2020-06-09 13:00,27978,14980,11021,13140
2020-06-09 14:00,28018,14982,11051,13140
2020-06-09 15:00,28046,14983,11081,13140
2020-06-09 16:00,28069,14985,11135,13143
2020-06-09 17:00,28122,14989,11202,13144
2020-06-09 18:00,28191,14995,11333,13150
2020-06-09 19:00,28308,15005,11431,13167
2020-06-09 20:00,28393,15016,11462,13177
2020-06-09 21:00,28442,15034,11493,13183
2020-06-09 22:00,28482,15046,11498,13188
2020-06-09 23:00,28487,15047,11507,13188
2020-06-10 00:00,28487,15047,11509,13188
2020-06-10 01:00,28487,15047,11510,13188
2020-06-10 02:00,28487,15047,11512,13188
2020-06-10 03:00,28488,15047,11512,13188
2020-06-10 04:00,28488,15047,11513,13188
2020-06-10 05:00,28488,15047,11513,13188
2020-06-10 06:00,28493,15047,11513,13188
2020-06-10 07:00,28501,15048,11514,13188
2020-06-10 08:00,28512,15050,11516,13188
2020-06-10 10:00,28526,15050,11523,13188
2020-06-10 11:00,28533,15052,11527,13190
2020-06-10 12:00,28534,15052,11530,13193
2020-06-10 13:00,28538,15052,11533,13193
2020-06-10 14:00,28538,15054,11536,13193
2020-06-10 15:00,28538,15057,11537,13193
2020-06-10 16:00,28539,15058,11544,13193
2020-06-10 17:00,28539,15059,11549,13194
2020-06-10 18:00,28542,15062,11556,13198
2020-06-10 19:00,28544,15064,11569,13201
2020-06-10 20:00,28545,15070,11582,13211
2020-06-10 21:00,28548,15074,11585,13211
2020-06-10 22:00,28552,15074,11587,13212
2020-06-10 23:00,28553,15077,11587,13215
2020-06-11 00:00,28553,15078,11587,13215
2020-06-11 01:00,28553,15078,11587,13215
2020-06-11 03:00,28553,15078,11587,13215
2020-06-11 04:00,28553,15078,11587,13215
2020-06-11 06:00,28556,15078,11587,13215
2020-06-11 07:00,28561,15079,11589,13216
2020-06-11 08:00,28580,15079,11590,13217
2020-06-11 09:00,28603,15079,11597,13218
2020-06-11 10:00,28619,15082,11605,13220
2020-06-11 11:00,28628,15082,11612,13225
2020-06-11 12:00,28640,15085,11634,13225
2020-06-11 13:00,28654,15087,11662,13228
2020-06-11 14:00,28676,15092,11677,13230
2020-06-11 15:00,28693,15095,11717,13232
2020-06-11 16:00,28713,15101,11771,13238
2020-06-11 17:00,28753,15105,11846,13241
2020-06-11 18:00,28817,15112,11955,13254
2020-06-11 19:00,28890,15120,12089,13273
2020-06-11 20:00,28985,15141,12162,13288
2020-06-11 21:00,29062,15156,12188,13296
2020-06-11 22:00,29098,15164,12198,13296
2020-06-11 23:00,29107,15164,12204,13297
2020-06-12 00:00,29107,15165,12211,13298
2020-06-12 01:00,29107,15165,12211,13298
2020-06-12 02:00,29109,15166,12211,13298
2020-06-12 03:00,29109,15166,12212,13298
2020-06-12 04:00,29109,15166,12212,13298
2020-06-12 05:00,29109,15166,12212,13298
2020-06-12 06:00,29112,15166,12212,13298
2020-06-12 07:00,29124,15166,12212,13298
2020-06-12 08:00,29148,15166,12218,13298
2020-06-12 09:00,29165,15167,12223,13302
2020-06-12 10:00,29185,15171,12235,13302
2020-06-12 11:00,29200,15172,12256,13303
2020-06-12 12:00,29216,15174,12288,13310
2020-06-12 13:00,29239,15177,12307,13313
2020-06-12 14:00,29252,15179,12332,13315
2020-06-12 15:00,29279,15182,12357,13319
2020-06-12 16:00,29299,15189,12409,13322
2020-06-12 17:00,29344,15192,12497,13326
2020-06-12 18:00,29403,15196,12563,13340
2020-06-12 19:00,29465,15203,12626,13351
2020-06-12 20:00,29529,15218,12672,13363
2020-06-12 21:00,29582,15236,12699,13368
2020-06-12 22:00,29621,15245,12718,13371
2020-06-12 23:00,29642,15249,12722,13372
2020-06-13 00:00,29647,15260,12724,13380
2020-06-13 01:00,29647,15260,12726,13381
2020-06-13 02:00,29648,15263,12726,13383
2020-06-13 03:00,29648,15263,12730,13383
2020-06-13 04:00,29649,15263,12730,13383
2020-06-13 05:00,29649,15263,12730,13383
2020-06-13 06:00,29650,15263,12730,13383
2020-06-13 07:00,29652,15264,12733,13384
2020-06-13 08:00,29659,15267,12745,13386
2020-06-13 09:00,29671,15269,12761,13393
2020-06-13 10:00,29686,15276,12796,13400
2020-06-13 11:00,29718,15281,12909,13407
2020-06-13 12:00,29767,15288,13037,13411
2020-06-13 13:00,29835,15300,13129,13416
2020-06-13 14:00,29911,15304,13204,13418
2020-06-13 15:00,29977,15308,13253,13423
2020-06-13 16:00,30078,15315,13350,13434
2020-06-13 17:00,30172,15323,13397,13439
2020-06-13 18:00,30245,15333,13442,13444
2020-06-13 19:00,30329,15337,13472,13449
2020-06-13 20:00,30395,15347,13487,13449
2020-06-13 21:00,30413,15352,13496,13452
2020-06-13 22:00,30424,15352,13503,13452
2020-06-13 23:00,30426,15361,13506,13455
2020-06-14 00:00,30426,15361,13506,13455
2020-06-14 01:00,30428,15362,13506,13455
2020-06-14 02:00,30428,15362,13507,13455
2020-06-14 03:00,30429,15362,13507,13457
2020-06-14 04:00,30430,15362,13507,13457
2020-06-14 05:00,30430,15362,13507,13457
2020-06-14 06:00,30431,15362,13507,13457
2020-06-14 07:00,30434,15362,13508,13458
2020-06-14 08:00,30435,15364,13513,13458
2020-06-14 09:00,30436,15365,13519,13463
2020-06-14 10:00,30447,15372,13549,13470
2020-06-14 11:00,30464,15380,13640,13481
2020-06-14 12:00,30558,15410,13731,13494
2020-06-14 13:00,30631,15418,13798,13506
2020-06-14 14:00,30705,15431,13863,13515
2020-06-14 15:00,30774,15438,13885,13517
2020-06-14 16:00,30800,15451,13887,13518
2020-06-14 17:00,30856,15465,13893,13519
2020-06-14 18:00,30866,15470,13905,13519
2020-06-14 19:00,30902,15474,13934,13525
2020-06-14 20:00,30922,15484,13962,13536
2020-06-14 21:00,30944,15491,13977,13539
2020-06-14 22:00,30944,15491,13977,13539
2020-06-14 23:00,30949,15494,13977,13541
2020-06-15 00:00,30949,15494,13977,13541
2020-06-15 01:00,30949,15494,13977,13541
2020-06-15 02:00,30949,15494,13977,13541
2020-06-15 03:00,30949,15494,13977,13541
2020-06-15 04:00,30949,15494,13977,13541
2020-06-15 05:00,30950,15494,13977,13541
2020-06-15 06:00,30953,15494,13977,13541
2020-06-15 07:00,30969,15494,13977,13541
2020-06-15 08:00,30992,15494,13978,13542
2020-06-15 09:00,31018,15496,13982,13544
2020-06-15 10:00,31037,15498,13990,13544
2020-06-15 11:00,31052,15498,14004,13547
2020-06-15 12:00,31071,15507,14019,13550
2020-06-15 13:00,31091,15508,14045,13555
2020-06-15 14:00,31105,15513,14066,13557
2020-06-15 15:00,31123,15515,14091,13560
2020-06-15 16:00,31150,15524,14132,13567
2020-06-15 17:00,31188,15526,14204,13568
2020-06-15 18:00,31226,15531,14292,13581
2020-06-15 19:00,31284,15543,14396,13604
2020-06-15 20:00,31356,15557,14469,13625
2020-06-15 21:00,31419,15582,14500,13636
2020-06-15 22:00,31462,15593,14523,13642
2020-06-15 23:00,31482,15603,14528,13647
2020-06-16 00:00,31483,15603,14530,13647
2020-06-16 01:00,31483,15603,14531,13647
2020-06-16 02:00,31483,15603,14531,13647
2020-06-16 03:00,31484,15604,14532,13647
2020-06-16 04:00,31484,15604,14532,13647
2020-06-16 05:00,31485,15604,14532,13647
2020-06-16 06:00,31489,15604,14533,13647
2020-06-16 07:00,31509,15604,14535,13647
2020-06-16 08:00,31545,15604,14542,13650
2020-06-16 10:00,31595,15612,14562,13656
2020-06-16 11:00,31604,15614,14579,13667
2020-06-16 12:00,31629,15616,14600,13670
2020-06-16 13:00,31640,15618,14621,13672
2020-06-16 14:00,31657,15623,14653,13673
2020-06-16 15:00,31680,15629,14672,13679
2020-06-16 16:00,31703,15633,14711,13687
2020-06-16 17:00,31731,15637,14784,13693
2020-06-16 18:00,31771,15643,14882,13702
2020-06-16 19:00,31834,15650,14985,13715
2020-06-16 20:00,31915,15674,15052,13739
2020-06-16 21:00,31998,15693,15089,13747
2020-06-16 22:00,32035,15704,15102,13749
2020-06-16 23:00,32046,15708,15113,13752
2020-06-17 00:00,32047,15708,15116,13752
2020-06-17 01:00,32047,15708,15118,13752
2020-06-17 02:00,32047,15708,15118,13752
2020-06-17 03:00,32047,15708,15119,13752
2020-06-17 04:00,32047,15708,15119,13752
2020-06-17 05:00,32048,15709,15119,13752
2020-06-17 06:00,32050,15709,15119,13752
2020-06-17 07:00,32065,15710,15122,13752
2020-06-17 08:00,32096,15712,15132,13752
2020-06-17 09:00,32130,15713,15142,13754
2020-06-17 10:00,32158,15718,15153,13755
2020-06-17 11:00,32169,15718,15172,13755
2020-06-17 12:00,32181,15720,15198,13771
2020-06-17 13:00,32191,15722,15216,13773
2020-06-17 14:00,32200,15726,15222,13777
2020-06-17 15:00,32241,15731,15277,13785
2020-06-17 16:00,32253,15731,15305,13788
2020-06-17 17:00,32276,15734,15365,13789
2020-06-17 18:00,32317,15742,15453,13796
2020-06-17 19:00,32366,15756,15546,13805
2020-06-17 20:00,32458,15758,15624,13816
2020-06-17 21:00,32533,15776,15670,13825
2020-06-17 22:00,32566,15785,15690,13826
2020-06-17 23:00,32580,15786,15694,13827
2020-06-18 00:00,32582,15786,15698,13827
2020-06-18 01:00,32584,15787,15698,13828
2020-06-18 02:00,32584,15787,15698,13828
2020-06-18 03:00,32584,15787,15698,13828
2020-06-18 04:00,32584,15787,15698,13828
2020-06-18 05:00,32584,15787,15698,13829
2020-06-18 06:00,32586,15787,15698,13829
2020-06-18 07:00,32596,15787,15699,13829
2020-06-18 08:00,32607,15788,15701,13829
2020-06-18 09:00,32612,15789,15705,13829
2020-06-18 10:00,32618,15790,15705,13830
2020-06-18 11:00,32620,15790,15705,13830
2020-06-18 12:00,32620,15790,15705,13830
2020-06-18 13:00,32620,15790,15705,13830
2020-06-18 14:00,32620,15790,15705,13830
2020-06-18 15:00,32620,15790,15708,13830
2020-06-18 16:00,32622,15791,15719,13832
2020-06-18 17:00,32624,15793,15732,13833
2020-06-18 18:00,32631,15795,15755,13836
2020-06-18 19:00,32642,15802,15782,13848
2020-06-18 20:00,32666,15808,15800,13859
2020-06-18 21:00,32676,15821,15808,13869
2020-06-18 22:00,32691,15825,15813,13870
2020-06-18 23:00,32696,15828,15814,13871
2020-06-19 00:00,32700,15828,15815,13871
2020-06-19 01:00,32700,15828,15815,13871
2020-06-19 02:00,32700,15828,15815,13871
2020-06-19 03:00,32700,15828,15816,13872
2020-06-19 04:00,32700,15828,15816,13872
2020-06-19 05:00,32700,15828,15816,13872
2020-06-19 06:00,32700,15828,15816,13872
2020-06-19 07:00,32706,15829,15816,13873
2020-06-19 08:00,32717,15829,15819,13875
2020-06-19 09:00,32722,15831,15820,13875
2020-06-19 10:00,32723,15832,15822,13877
2020-06-19 11:00,32725,15832,15824,13878
2020-06-19 12:00,32726,15834,15827,13879
2020-06-19 13:00,32726,15835,15829,13879
2020-06-19 14:00,32726,15835,15832,13879
2020-06-19 15:00,32727,15835,15836,13880
2020-06-19 16:00,32728,15835,15842,13880
2020-06-19 17:00,32729,15837,15861,13883
2020-06-19 18:00,32732,15839,15876,13888
2020-06-19 19:00,32742,15844,15897,13890
2020-06-19 20:00,32755,15851,15930,13897
2020-06-19 21:00,32778,15855,15942,13898
2020-06-19 22:00,32799,15856,15953,13899
2020-06-19 23:00,32802,15857,15955,13900
2020-06-20 00:00,32802,15857,15955,13900
2020-06-20 01:00,32802,15857,15955,13901
2020-06-20 02:00,32802,15861,15956,13902
2020-06-20 03:00,32802,15861,15956,13902
2020-06-20 04:00,32802,15861,15956,13902
2020-06-20 05:00,32802,15861,15956,13902
2020-06-20 06:00,32802,15861,15956,13902
2020-06-20 07:00,32802,15861,15957,13902
2020-06-20 08:00,32802,15861,15957,13902
2020-06-20 09:00,32804,15861,15959,13904
2020-06-20 10:00,32805,15862,15965,13907
2020-06-20 11:00,32807,15866,15966,13909
2020-06-20 12:00,32811,15869,15979,13913
2020-06-20 13:00,32824,15877,15988,13914
2020-06-20 14:00,32832,15879,15992,13914
2020-06-20 15:00,32842,15880,15993,13917
2020-06-20 16:00,32844,15888,16001,13923
2020-06-20 17:00,32851,15891,16007,13932
2020-06-20 18:00,32855,15903,16010,13943
2020-06-20 19:00,32865,15916,16016,13957
2020-06-20 20:00,32882,15922,16020,13964
2020-06-20 21:00,32887,15933,16021,13971
2020-06-20 22:00,32890,15934,16022,13975
2020-06-20 23:00,32890,15934,16023,13975
2020-06-21 01:00,32890,15935,16024,13976
2020-06-21 02:00,32890,15935,16024,13977
2020-06-21 03:00,32890,15935,16024,13977
2020-06-21 04:00,32890,15935,16024,13977
2020-06-21 05:00,32892,15935,16026,13977
2020-06-21 06:00,32892,15935,16026,13977
2020-06-21 07:00,32892,15935,16026,13977
2020-06-21 08:00,32892,15935,16027,13977
2020-06-21 09:00,32892,15935,16027,13979
2020-06-21 10:00,32893,15939,16027,13980
2020-06-21 11:00,32897,15939,16030,13982
2020-06-21 12:00,32904,15944,16033,13988
2020-06-21 13:00,32916,15952,16035,13998
2020-06-21 14:00,32924,15960,16043,14002
2020-06-21 15:00,32929,15966,16056,14015
2020-06-21 16:00,32946,15980,16089,14027
2020-06-21 17:00,32974,15996,16138,14041
2020-06-21 18:00,33020,16004,16180,14055
2020-06-21 19:00,33063,16012,16205,14065
2020-06-21 20:00,33095,16022,16224,14067
2020-06-21 21:00,33125,16027,16237,14073
2020-06-21 22:00,33138,16033,16240,14075
2020-06-21 23:00,33144,16041,16241,14080
2020-06-22 00:00,33145,16041,16242,14080
2020-06-22 01:00,33145,16041,16242,14080
2020-06-22 02:00,33145,16041,16242,14080
2020-06-22 03:00,33145,16041,16242,14080
2020-06-22 04:00,33145,16041,16242,14080
2020-06-22 05:00,33146,16041,16242,14080
2020-06-22 06:00,33150,16041,16242,14080
2020-06-22 07:00,33169,16042,16242,14080
2020-06-22 08:00,33188,16043,16247,14080
2020-06-22 09:00,33203,16046,16248,14081
2020-06-22 10:00,33230,16047,16256,14085
2020-06-22 11:00,33241,16053,16260,14092
2020-06-22 12:00,33254,16057,16271,14097
2020-06-22 13:00,33264,16059,16295,14104
2020-06-22 14:00,33277,16065,16310,14111
2020-06-22 15:00,33293,16069,16334,14112
2020-06-22 16:00,33311,16073,16380,14120
2020-06-22 17:00,33349,16074,16433,14122
2020-06-22 18:00,33394,16083,16509,14129
2020-06-22 19:00,33455,16100,16603,14140
2020-06-22 20:00,33522,16112,16681,14153
2020-06-22 21:00,33623,16125,16735,14157
2020-06-22 22:00,33675,16135,16747,14166
2020-06-22 23:00,33684,16144,16758,14168
2020-06-23 00:00,33686,16144,16759,14168
2020-06-23 01:00,33686,16144,16759,14168
2020-06-23 02:00,33689,16144,16759,14168
2020-06-23 03:00,33689,16144,16759,14168
2020-06-23 04:00,33689,16144,16759,14168
2020-06-23 05:00,33690,16144,16759,14168
2020-06-23 06:00,33695,16144,16759,14168
2020-06-23 07:00,33718,16144,16763,14168
2020-06-23 08:00,33753,16145,16772,14171
2020-06-23 09:00,33784,16147,16776,14174
2020-06-23 10:00,33806,16150,16801,14177
2020-06-23 11:00,33816,16150,16821,14178
2020-06-23 12:00,33858,16152,16861,14184
2020-06-23 13:00,33887,16158,16888,14188
2020-06-23 14:00,33918,16162,16910,14190
2020-06-23 15:00,33941,16167,16950,14193
2020-06-23 16:00,33976,16170,17002,14203
2020-06-23 17:00,34029,16174,17081,14207
2020-06-23 18:00,34105,16185,17212,14219
2020-06-23 19:00,34183,16194,17355,14236
2020-06-23 20:00,34312,16213,17428,14256
2020-06-23 21:00,34413,16237,17482,14264
2020-06-23 22:00,34491,16245,17500,14269
2020-06-23 23:00,34501,16250,17507,14271
2020-06-24 00:00,34503,16250,17511,14271
2020-06-24 01:00,34506,16250,17511,14271
2020-06-24 02:00,34509,16250,17511,14271
2020-06-24 03:00,34509,16250,17511,14271
2020-06-24 04:00,34509,16250,17511,14271
2020-06-24 05:00,34510,16250,17511,14271
2020-06-24 06:00,34513,16250,17511,14271
2020-06-24 07:00,34531,16252,17512,14271
2020-06-24 08:00,34556,16252,17521,14271
2020-06-24 09:00,34581,16253,17523,14271
2020-06-24 10:00,34597,16256,17529,14275
